"","X","text","score","polarity"
"4455",4455," socalled zero covid policy china targeted elevating western inflation passiveaggressive support chineserussia project think im crazy mark words think ",0,"Netral"
"4456",4456," people countries good people trying get feed clothe families decent life remember maybe demolish war people iran russiapalestine l israel china never anything w",1,"Positif"
"4457",4457," russia nato war didnt realize well heres score russia lost men tanks armored personnel carriers airplanes helicopters warships nato hasnt even arrived yet",-1,"Negatif"
"4458",4458," send russia forever",0,"Netral"
"4459",4459," going bleed federation dry army surplus",-1,"Negatif"
"4460",4460," youre smart explain country doesnt many military bases around world many military bases american empire still think russia threat us ",-1,"Negatif"
"4462",4462,"europe security meeting opens condemnation russias war ban lavrov ",-1,"Negatif"
"4463",4463," really think youre scared hag",-1,"Negatif"
"4466",4466," oil price caps destroy europe already last legs thoughtless european sanctions russia russia doesnt need europe europe needs russia ",-2,"Negatif"
"4469",4469," got russian people fled mobilization protesting putin plus whole world russian terrorists russia made biggest mistake history putins mistake undermining power internet thought brainwash people",-5,"Negatif"
"4470",4470," putin fall stairs crap pants ",-2,"Negatif"
"4471",4471," sorry maybe constitutional deniers us freedom loving constitutional lovers isnt legal move russia china supreme leader may grant wish",1,"Positif"
"4472",4472," germany russia ",0,"Netral"
"4473",4473,"first myanmarrussia joint antiterrorist committee meeting continues second day ",0,"Netral"
"4474",4474," republicans supporting russia never stop weird",1,"Positif"
"4477",4477," rright thing stand oppressedpalestineyemenjulian assange imran khankashmirrussiachinairanagainst nazismnatousazionism right thingeven one watching called integrity ",0,"Netral"
"4478",4478," imagine without stupid photoop genuine russia invaded new area every president gwb biden except dt president",-1,"Negatif"
"4480",4480," trained russia oh shes real ballerina ",0,"Netral"
"4481",4481," right secrets agencies dod fbi cia doj secret service nsa right secrets keep us safe enemies iran china russia pray democracy die ",1,"Positif"
"4482",4482," rosa didnt like hypocrites especially didnt like fascists like todays russia ",3,"Positif"
"4483",4483," israel playing footsy russia saudisgulf states isnt problem ",-1,"Negatif"
"4487",4487," life danger americarussiajapanchina spirit form aliens stuck inside body kill america aliens pulled russiajapanchina spirit form aliens inside body completely stuck body america aliens base area playing everything",0,"Netral"
"4488",4488," thanks taking call thanks producer r parallels loneliness created war calculated attempt russia crush spirit existence nation hardship created cruel economic policies uk gov ",-4,"Negatif"
"4491",4491," look precisely russia wont win conventional means least people defending families murdered intended freeze side bows oligarchic hubris bidding",0,"Netral"
"4492",4492,"jesus ",0,"Netral"
"4494",4494," southern border russia",0,"Netral"
"4495",4495," take young menthe breadwinnersaway send back coffins guys freeze front get sick die families live poverty deaths back home leave russians furious putin ",-2,"Negatif"
"4496",4496," even clue world economy collapsed completely due zelenski war mongering puppets us eu putin russia laughing western ignorance eu citizens dont know pay bills cares ",-1,"Negatif"
"4497",4497," crazy none soccer people remotely believe fifa fit run anything theyre corrupt russia one qatar ",-1,"Negatif"
"4500",4500," suggest reading history russia theyve gone hell worse mongols set golden horde fascinating history russia eastern nature western thats us western mentality doesnt like russia",1,"Positif"
"4501",4501," articles russia nazi group killed non slavs recorded video posted youtube went viral around world ",-1,"Negatif"
"4502",4502," fair enough cant change whats past learn going forward look japangermany changed wwii much russia hasnt ua bombed stolen raped right concern arent arming decisively sufficiently speed",-1,"Negatif"
"4504",4504," century included two world wars cold war weaned americans hatred hatred exacerbated obamas national defense authorization act legally escalated cias defense departments use propaganda hatred ast russia hollywood films ",-3,"Negatif"
"4507",4507," consider posted hypercapitalist kleptocratic authoritarian regime led richest man earth due oligarchy system marx spit face todays russia demented vatniks love russias ruling class",1,"Positif"
"4509",4509," china need russia oil gas become world ever largest economy surpassing us russia oil gas go china china satisfy russian population needs",1,"Positif"
"4510",4510," indian oligarchs following model russia make money thru access resources controlled state success relies entirely good graces govt plenty quid pro quo",2,"Positif"
"4511",4511," every war russia ultimately comes battle attrition countries willing throw young men meatgrinder longer",1,"Positif"
"4512",4512," lol still russia russia russia cheers",0,"Netral"
"4514",4514," give facts cant handle facts youve gained couple kilometers six months congratulations army stinks youre going lose us keeps sending new equipment russia sending year old tanks fat old men joke",-1,"Negatif"
"4515",4515," rose sergei exkgb soviet defector worked us fed gov nothing prepared us consequences ",1,"Positif"
"4516",4516," thoughts focusing distracts buydens corruption dems stealing elections horrible economy fake proxy war russia nk nukes pedos running free much ",-3,"Negatif"
"4517",4517,"eu countries tentatively agreed price limit oil russia waiting polands consent reuters",-2,"Negatif"
"4518",4518," russia won wwii west",1,"Positif"
"4519",4519,"russia foundations lord almighty chukwu world ancestors good energies foundations transferred russia welcome may prayers presence destroy negativities curse spells evil foundations evil science technologies evil forces mote ",-3,"Negatif"
"4520",4520," well truly think savages vs russia savages right country really cool able taken russia anything ",1,"Positif"
"4521",4521," russia killed trying extradite crimes",-1,"Negatif"
"4522",4522," seems like away russia less likely see russia truly never trust russia russia always betray always keep enemy",0,"Netral"
"4524",4524," better yet move russia",1,"Positif"
"4525",4525," dont move russia",0,"Netral"
"4526",4526,"ltltthe kurgan governor said increase number child suicides russia connected listening western music modern children opinion sing songs africanamerican slaves filled quasicultural vulgaritygtgt ",0,"Netral"
"4527",4527," false russia deployed uran syria ",-1,"Negatif"
"4528",4528,"india china crucial success ban indias petroleum min hardeep puri said sept well buy oil russia well buy wherever russian oil sanctions kick disrupt markets big way ",0,"Netral"
"4531",4531," opposite civilized countries hypocritical bad barbarians remain bad barbarians",-2,"Negatif"
"4532",4532," oneness shared future empty slogans russia punished putins brutal aggression",-2,"Negatif"
"4535",4535," slava ukraini death russia officially confirmed terrorist state",-1,"Negatif"
"4536",4536,"russia lies misinformation holodomor real ",-1,"Negatif"
"4538",4538," countries see via satellite respective countries hit kicked slapped friend boss means happened incident implore beg mr president russia please announce death television",-1,"Negatif"
"4542",4542," article world bulletin russia nazis killed people decade im senior remember watching documentaries abt groups killing non slavs immigrants decapitating ",-2,"Negatif"
