"","text","score","polarity"
"5309","@jacksonhinklle We are doing it again same countries Ukraine Russia. https://t.co/KsJ0WWLgNm",0,"Netral"
"5310","@JaneCaro Foreign Minister, Sergei Lavrov, thinks US poses an existential threat to Russia. He's partially right. The whole free world (meaning democratically elected Governments) constitutes more than a threat: a reality. They don't march like brainwashed robots, maybe reggae! https://t.co/6T1SXDdVQZ",1,"Positif"
"5311","Andy Vermaut shares:Russia's Wagnar Group's TikTok Videos Have Been Viewed More Than A Billion Times: BBC: Russian mercenary videos 'top 1bn views' on TikTok 

TikTok is hosting dozens of videos that glorify violence by Russia's Wagner Group… https://t.co/pRGv8sAmjD Thank you. https://t.co/c72AkuSD7K",1,"Positif"
"5312","Privyet RUSSIA -
Namaste from INDIA!!! ❤️🤩👌

@alluarjun • #PushpaInRussia https://t.co/ang0NgozMg",0,"Netral"
"5313","Andy Vermaut shares:EU Wants A Special Court To Try Russia For Ukraine War Crimes: European Commission President Ursula von der Leyen speaks in Dublin on Dec. 1, 2022. ""Russia must pay for its horrific crimes,"" she said, laying out arguments… https://t.co/DFlLSNxDNp Thank you. https://t.co/uIbQd9rF0f",-1,"Negatif"
"5314","@TD91Estea The Dragon,the penguin, the panda, is China. I know they are meddling in conspiracy.groups through Russia. What is and what isn't isn't always what is? Who's the Dragon, penguin, panda.",0,"Netral"
"5315","@NOELreports This is a step.Russia will ignore it. The next is to wait until Ukraine wins, And kick them out with help (only Romanian if they can trust them).
These comments about uniting with Romania have no evidence the Moldovans want to or  can.",0,"Netral"
"5316","Russia’s Tesla…Moskvich EV #ElectricVehicles 

Putin electrocutes Biden’s EV dream https://t.co/5BBwgjTKb9 via @YouTube",0,"Netral"
"5317","New Serbian Igor to Russia's Dr. Frankenstein. 
https://t.co/BjfFPaVtFt",0,"Netral"
"5318","@catlogic2020 @DefenceU well  that is the easy way out of looking at everything 

are people manipulated, yes...I guess a good perspective intros case would be why is Russia in the war and do the Russian soldiers have a good reason to sacrifice 80,000 of their own lives",4,"Positif"
"5319","@KyivIndependent Why hasn't the US sanctioned the ex-KGB ""Patriarch"" Kirill who blessed and encouraged Russia's war on Ukraine?",0,"Netral"
"5320","Russia-ukraine War: Importance Of Drones In Nigerias Anti-insurgency Fight https://t.co/9DfghBSe0q #news #riskmap",0,"Netral"
"5321","@aintscarylarry Sorry, I didn't make myself clear, I am an actual Knight Of The Ukraine, I bent the knee and gave a Princess my sword so she could dub me.  Still after all of that I support Russia, since they have actually the best interests of my people.",2,"Positif"
"5322","@Gerashchenko_en Russia has hated Britain for a very long time. They have historically both envied and feared America, but they HATE the UK.",-1,"Negatif"
"5323","@_FruitSnack0_0 @elonmusk @kanyewest No. Tithes. He needs to tithe the LORD. I understand crypto crashed and tesla stock is down and war with russia, but the Lord has expenses too. Please tithe to maintain smooth operations in Heaven. Cash app: $RichJesusChrist. Bless you.",0,"Netral"
"5324","@EmbassyofRussia @mfa_russia @PMSimferopol @RusEmbUSA @diplomacy_sa @SABCNews @georgegalloway @RusConsCapetown @RussianEmbassyC @v_tretyakov @Amb_Ulyanov I think you'll find an invasion framed as a special military operation is the most Orwellian thing about this illegal action.",-1,"Negatif"
"5325","@maxberger Have they broken Twitter Rules though?
No, so you can't take that communist way of think on a plane to Russia!",-1,"Negatif"
"5326","Tanks get lost and smash into each other: Russia hosts chaotic International Army Games
#Canada #Germany #America #Ukraine
https://t.co/feCZ5cbYyd",-3,"Negatif"
"5327","@PavlovsCat6 @MuellerSheWrote @DeadlineWH @GOPLeader @Jim_Jordan @JamesComer @JudiciaryGOP @mattgaetz @HouseGOP Oh yeah that’s right last Republican administration gas price:$1.87 inflation 2% southern border much better shape than present no wars with Ukraine China Russia Iran North Korea not stepping out of line. But yeah $5.00 gas 8.7% inflation food shortages war at ever step. Yup",2,"Positif"
"5328","@DentAlex33 @Maks_NAFO_FELLA Basically pushing India even more towards Russia.",0,"Netral"
"5329","GoPro Footage - Ukrainian troops attack Russia in Bakhmut and Kherson
#Canada #Germany #America #Ukraine #Bakhmut https://t.co/wBK8vMad43",-1,"Negatif"
"5330","LaPointe Legislation to Divest in #russia [sic], Support #Ukrainian Refugees Heads to ⁦@GovPritzker⁩ 
#russiaSponsorsTerror
#russiaWarCrimes
#Ukraine
#russiaSanctionsNow
 https://t.co/VSBrJrLZxx",0,"Netral"
"5331","@POTUS Can we not listen to Putin's secret admirer? Or secret messenger? @EmmanuelMacron made a fool out of France running after him. You don't negotiate with terrorists in the middle of committing terrorist acts and WE have no right to. Go to Ukraine not Russia https://t.co/wKK2B55hcj",0,"Netral"
"5332","@StellarJay77 @trellissteve @LovesAllWomen13 @BTown481 @JoJoFromJerz Final post to you. You are so ill informed and convinced the narrative you've swallowed is true... you wouldn't know the truth if it bit you in the arse.
""No one id threatening the US""?
Does China, Russia and Iran know this?
Or North Korea. All with nukes?
https://t.co/B06Vu2mhko",-1,"Negatif"
"5333","President Biden is expected to try to ease France’s concerns when he meets with President Emmanuel Macron on Thursday, but it’s not clear that the Inflation Reduction Act can be altered in a way to calm the backlash. https://t.co/DpXYPyauF6",2,"Positif"
"5334","Moscow is the capital of Russia #开云体育 https://t.co/Sl4hQnToi1",0,"Netral"
"5335","@PrimeT1000 @chanson47 @Someone4once @MarkHamill Another way to think about the left. When they accuse the right , it’s typically because the left are doing it. Trump and Russia. Was really Hillary and Russia.",0,"Netral"
"5336","@SaithAbdullah99 He's Putin, a patriot. He isn't Niazi who sold Kashmir to its enemy India. 
Russia did this because Pakistan provided arms to Ukraine.",-1,"Negatif"
"5337","Record wheat output  in Russia, the world's biggest exporter and ample supplies elsewhere from the Black Sea region putting pressure on CBoT wheat prices: Traders.",1,"Positif"
"5338","@Reuters Not sure why Japan and Britain and Italy require a joint fighter project when joint fighters are available to them but all righty then : as long as they're able to effectively defend against Russia, China, N.Korea and Iran I'm on-board.",2,"Positif"
"5339","As Russia struggles in Ukraine, repression mounts at home https://t.co/vP0YCRzIJC",-2,"Negatif"
"5340","@SenTedCruz Remember when trump sided with Putin over US Intelligence! Remember trumps kids said they get money from Russia! https://t.co/Zvcb5umQXE",1,"Positif"
"5341","@Jomcgee @bennyjohnson You are babbling dude.  Trump himself had press conferences everyday almost.  As to Russia, nothing!  Nada!  Bs!  It was the democrats",0,"Netral"
"5342","@MarketRebels How they gone tell Russia what Russia gone charge?",0,"Netral"
"5343","@JamesBradleyCA @elonmusk hey james, is russia hiring?",0,"Netral"
"5344","@BillyTucci Rumor has him relocating to Russia",0,"Netral"
"5345","“WAR” DECLARED ON #RUSSIA - #CHINA - #IRAN - #SYRIA - #NORTHKOREA~#INDIA ~ &amp; “ALL #SCO MEMBERS”!!! 
“BY” -  The Military Industrial ""INTELLIGENCE"" (IDIOT'S) Complex (The United States Government), under a United States Military Contract 

https://t.co/jmRcneF6Sc",0,"Netral"
"5346","@jp131111185 @jacksonhinklle Tell us what the difference is plz. Last time I checked a superior race leads to slavery and extermination. The CIA gave Nazis weapons and money untill the 1950s to fight Russia then they hide them around the world this is in declassified documents look it up.",2,"Positif"
"5347","@voluntee01 China, Russia and Iran are loving this",1,"Positif"
"5348","The World Cup and immigration
At least 137 players in Qatar will give up the nationality of their birthplace to play for other countries. This is far more than the 82 who attended the World Cup in Russia, suggesting that the wave of naturalization and immigration is growing rapid https://t.co/JOCJTzpOh0",1,"Positif"
"5349","Russia Suffering 'Colossal' Military Losses in Intense Battle: Ukraine https://t.co/i78iCJ2IwU",0,"Netral"
"5350","@cornpopsmoke @peppaGack @RealJimboHere @LPNational I do.  But I also know Russians.  And I know they are stuck in an autocratic, practically serf like mentality.  This is due to centuries of oppression and the wiping out of the intelligentsia.

Russia needs to lose if it is ever to become a modern nation.",-1,"Negatif"
"5351","@JamesBradleyCA There was a time when RepCons would stand up to the Russians, the arch enemy and rival to the US, the tyranny of autocratic Russia vs the free and democratic US. 
What the hell happened to those guys?",-4,"Negatif"
"5352","Russia accuses US of ‘direct’ participation in Ukraine war, but Lavrov open to talks https://t.co/lUjIOVafcP",-1,"Negatif"
"5353","@JamesBradleyCA @elonmusk Should just let Putin invade and give him the bill to solve world hunger but looking at Russia I am sure he is generous man.",1,"Positif"
"5354","@mikesay98 @Prossperitty @DavidLe76335983 @KingKong9888 On Reddit someone was saying that on Twitter there was a report Russia announced the brics nations are launching a gold backed crypto currency.

I know that's like 4 degrees of heresay. But if we're getting close to everyone showing their gold, public exchanges close.",2,"Positif"
"5355","@welllopez3 @ClearBlueSee @Partisangirl Why didn't Putin let them into Russia to live.",0,"Netral"
"5356","@KaterMikeschMex @Spacejunky123 There are no sanctions against any other country related to Russia.",0,"Netral"
"5357","France backs plans for tribunal for Russian officials over Ukraine war | Russia | The Guardian https://t.co/qoDfTM90p0",0,"Netral"
"5358","@CinnersCorner @JM55583188 @Tam_Resist @45Jbama @kylenabecker @mikeinmarlton @DiChesebrough What must really gall the Russians is that the peoples they think they have a right to rule are so much happier, stronger, richer when there are no Russians around.

Maybe Russia's the fucking problem.",0,"Netral"
"5359","@BParryKaufmann @cbouzy Before that happened tho He would have been used in Public PhotoOps To Calm His race. Notice how even Russia tried to get a Ukrainian Music Conductor to perform.He wouldn't so they Killed him.",0,"Netral"
"5360","@ninaturner I take it then you are rooting for Russia vs Ukraine.",0,"Netral"
"5361","@KyivIndependent Yes, Russian backed churches belong on Russia proper.",0,"Netral"
"5362","WEST &amp; FUENTES should be provided with one way tickets to RUSSIA!!
#TraitorsSupportTraitorTrump https://t.co/s5VG4rjNtf",0,"Netral"
"5363","i ❤️ russia https://t.co/a3RluQ2blE",0,"Netral"
"5364","@thatdayin1992 This is a false equivalence. Russia is defending its people and ancient lands from Nazis. Only the Afghan invasion by US had some justification.",-1,"Negatif"
"5365","Biden, Macron vow unity against Russia, discuss trade row https://t.co/MqOXqiCKQ0",1,"Positif"
"5366","@ACTBrigitte Seriously, girlfriend you need help. Also the one on the left is known in russia as “Putin’s Bitch” https://t.co/sNJmkJQvnv",0,"Netral"
"5367","Biden, Macron vow unity against Russia, discuss trade row https://t.co/JIXP8jOsc9",1,"Positif"
"5368","@Boy2020Patriot @RonFilipkowski If he’s not in power so not helpful to Russia he may want to stay away from windows in tall buildings.  Or not🤷🏼‍♀️",1,"Positif"
"5369","Russia's Central Bank report examines crypto's place in the financial system / https://t.co/InDBK5JhLV / FOLLOW @jett_nagar FOR MORE NFT NEWS https://t.co/O7jTcQYRqE",0,"Netral"
"5370","The repurposed Western artillery system that could help defend Ukraine
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/ll75k4Zt96",0,"Netral"
"5371","Russia-Ukraine war: Importance of drones in Nigeria’s anti-insurgency fight - Punch Newspapers https://t.co/dHasfHPAqL",-1,"Negatif"
"5372","@welllopez3 @ClearBlueSee @Partisangirl Just because they speak Russian doesn't make it Russia.",0,"Netral"
"5373","@eyebeesteve @tg5337 @alisodude @AdamParkhomenko @chuckschumer You can throw out whatever lies you want. Facts are facts. Russia interfered in 2016 to help Trump. Paul Manafort, Trump's Campaign Manager, was caught passing campaign data to a Russian FSB agent.

AND Trump definitely obstructed justice many times.",-2,"Negatif"
